tanggal,waktu,content,username,content_final,cluster,sentimen_lexicon,sentimen_kmeans
2025-09-18,03:04:33,Negara punya: Lembaga Gizi Nasional BP POM LEMBAGA SERTIFIKASI HALAL Mrk dpt gaji dr rakyat tiap bulan trus kerjanya apa????..... (.....BUTA) Masih ada yg keracunan soal makanan bergizi gratis....... Apa perlu negara bwt SATGAS MBG??......,,negara lembaga gizi nasional pom lembaga sertifikasi halal mrk dpt gaji rakyat trus kerja buta racun makan gizi gratis negara bwt satgas mbg,1,Positif,Negatif
2025-09-17,11:36:48,URUS IZIN HALAL UNTUK KUE Ingin mengurus perizinan halal untuk keperluan usaha anda? PT. Konsultan Legal Indo siap membantu anda untuk mengurus Perizinan Sertifikasi Halal seperti produk makanan minuman kosmetik dan barang .. Selengkapnya di https://t.co/cyHKgFdHnl,,urus izin halal kue urus izin halal perlu usaha konsultan legal indo bantu urus izin sertifikasi halal produk makan minum kosmetik barang lengkap,1,Positif,Negatif
2025-09-16,03:53:19,#zonauang #indonesiahalal Emil Jay Idzes Senin Apel Pagi Hari Pangan. Anda pelaku usaha mikro kecil Makanan minuman belum sertifikasi halal? Kami bantu utk wilayah Kota dan Kab Bekasi. Hub DM.,,emil jay idzes senin apel pagi pangan laku usaha mikro makan minum sertifikasi halal bantu wilayah kota kab bekas hub,1,Positif,Negatif
2025-09-16,02:28:21,Lagi banyak makanan malah ada audit sertifikasi halal wkwkwkwkwkwkwk https://t.co/lhdcjFAfWU,,makan audit sertifikasi halal wkwkwkwkwkwkwk,1,Positif,Negatif
2025-09-15,04:29:43,Dorong Kualitas Makanan Warga Binaan Rutan Perempuan Medan Jalin Kerja Sama dengan LPH untuk Sertifikasi Halal Medan 15 September 2025 Baca Selengkapnya : https://t.co/vmawaHxGJx https://t.co/2AKx1TfKJn,,dorong kualitas makan warga bina rutan perempuan medan jalin kerja lph sertifikasi halal medan september baca lengkap,1,Positif,Negatif
2025-09-09,01:35:22,Senin Sarapan Verdonk Lilipaly #TimnasDay #IndonesiaHalal Mari bagi pelaku usaha mikro kecil Makanan minuman yang mau sertifikasi halal lokasi Kab.Kota Bekasi hub https://t.co/3ATzcA4KCF tulis (produk/lokasi),,senin sarap verdonk lilipaly laku usaha mikro makan minum sertifikasi halal lokasi kabkota bekas hub tulis produklokasi,1,Positif,Negatif
2025-09-06,09:27:42,Sampurasun sadayana! Kumaha damang? Aku bintala di sini udah nyiapin berbagai makanan untuk disantap malam ini. Silahkan diliat-liat dulu sambil didengerin backsound sabilulungan biar aduhay tenang aja guys makanannya 100% halal dan tidak beracun‼️ udah ada sertifikasi halal. https://t.co/svOoGUGLQa,,sampurasun sadayana maha damang bintala udah nyiapin makan santap malam silah diliatliat didengerin backsound sabilulungan biar aduhay tenang guys makan halal racun udah sertifikasi halal,1,Positif,Negatif
2025-09-04,09:11:01,URUS IZIN HALAL PLASTIK MAKAN Ingin mengurus perizinan halal untuk keperluan usaha anda? PT. Konsultan Legal Indo siap membantu anda untuk mengurus Perizinan Sertifikasi Halal seperti produk makanan minuman kosmetik dan bar.. Selengkapnya di https://t.co/cyHKgFdHnl,,urus izin halal plastik makan urus izin halal perlu usaha konsultan legal indo bantu urus izin sertifikasi halal produk makan minum kosmetik bar lengkap,1,Positif,Negatif
2025-09-04,02:46:24,BEM UI Kebutuhan Gibran Mowning #Prabowodipanggungdunia Kalau punya teman yang buka usaha makanan dan minuman belum punya sertifikasi halal bisa saya bantu. Gratis Sah dari BPJPH/Kemenag/MUI https://t.co/vvFyjLolox,,bem butuh gibran mowning teman buka usaha makan minum sertifikasi halal bantu gratis sah bpjphkemenagmui,1,Positif,Negatif
2025-09-03,01:34:46,Pelaku usaha mikro dan kecil produk makanan minuman mari merapat urus Sertifikasi Halal. https://t.co/3ATzcA4KCF @halalindonesia_ @BPJPH @bpjphkemenag @KementerianUMKM @PadiUmkm @KirimIklan_ID @KontanNews,,laku usaha mikro produk makan minum rapat urus sertifikasi halal,1,Positif,Negatif
2025-08-31,00:36:57,Berdaya Bersyariah pada Sosialisasi Izin Edar dan Sertifikasi Halal FESyar KTI #SahabatBPOM Kalbar Kepala BBPOM di Pontianak Fauzi Ferdiansyah memberikan edukasi sertifikasi produk Obat dan Makanan pada event Festival Ekonomi Syariah Kawasan Timur (FESyar KTI). https://t.co/x6pIRnOVl5,,daya bersyariah sosialisasi izin edar sertifikasi halal fesyar kti kalbar kepala bbpom pontianak fauzi ferdiansyah edukasi sertifikasi produk obat makan event festival ekonomi syariah kawasan timur fesyar kti,1,Positif,Negatif
2025-08-30,06:45:05,Program Makan Bergizi Gratis di Paron Ngawi terhenti setelah dua hari. DPRD soroti makanan basi hingga sertifikasi halal dapur mitra. https://t.co/tQBeww1hh5,,program makan gizi gratis paron ngawi henti dprd sorot makan basi sertifikasi halal dapur mitra,1,Positif,Negatif
2025-08-28,06:33:21,Negara Gedung DPR RI Salsa Kamis Bekasi Demokrasi Tertib Semangka Raih Sertifikasi Halal Gratis bagi Pelaku Usaha Mikro dan Kecil Makanan Minuman. Hub https://t.co/eyx4LBfYLN https://t.co/c5mgDTJmEJ,,negara gedung dpr salsa kamis bekas demokrasi tertib semangka raih sertifikasi halal gratis laku usaha mikro makan minum hub,1,Positif,Negatif
2025-08-26,05:57:31,Makanan sehat dan halal bakal selalu ada berkat sertifikasi BPJPH yang dipercepat buat program MBG https://t.co/9hneYU5bZa,,makan sehat halal berkat sertifikasi bpjph cepat program mbg,1,Positif,Negatif
2025-08-26,03:48:41,@halalindonesia_ Setuju sekali. Dengan adanya sertifikasi halal kualitas dan kehalalan makanan lebih terjamin,,tuju sertifikasi halal kualitas halal makan jamin,1,Positif,Negatif
2025-08-26,03:29:45,@halalindonesia_ Sangat mengapresiasi sinergi antara BPJPH dan program MBG. Sertifikasi halal menjadi jaminan penting untuk memastikan makanan masyarakat tidak hanya bergizi tapi juga aman dan sesuai syariat. Langkah ini menunjukkan komitmen serius untuk kesejahteraan masyarakat Indonesia,,apresiasi sinergi bpjph program mbg sertifikasi halal jamin makan masyarakat gizi aman sesuai syariat langkah komitmen serius sejahtera masyarakat indonesia,1,Positif,Negatif
2025-08-26,03:29:13,BPJPH dukung penuh Program MBG dengan percepatan sertifikasi halal. Bersinergi dengan Bappenas &amp; BGN pastikan makanan bergizi aman sehat dan terjamin kehalalannya demi kepercayaan publik. #BPJPH #MBG #BGN #Halal #Sertifikasi #Sehat #Aman https://t.co/8OAnl7NSyI,,bpjph dukung penuh program mbg cepat sertifikasi halal sinergi bappenas bgn pasti makan gizi aman sehat jamin halal percaya publik,1,Positif,Negatif
2025-08-26,03:22:15,Inisiatif BPJPH percepat sertifikasi halal bikin makanan sehat dari MBG makin eksis di masyarakat https://t.co/cRPU34lmWw,,inisiatif bpjph cepat sertifikasi halal bikin makan sehat mbg eks masyarakat,1,Positif,Negatif
2025-08-25,10:45:36,URUS IZIN HALAL RESTORAN Ingin mengurus perizinan halal untuk keperluan usaha anda? PT. Konsultan Legal Indo siap membantu anda untuk mengurus Perizinan Sertifikasi Halal seperti produk makanan minuman kosmetik dan barang g.. Selengkapnya di https://t.co/cyHKgFdHnl,,urus izin halal restoran urus izin halal perlu usaha konsultan legal indo bantu urus izin sertifikasi halal produk makan minum kosmetik barang lengkap,1,Positif,Negatif
2025-08-23,00:52:46,Aman dari api serangan tikus petir hingga tegangan listrik yang naik turun! Ini dia kulkas yang elegan sekaligus terjamin keamanannya dengan 7 perlindungan. Lengkap dengan sertifikasi Halal dan perlindungan Ion Plasmacluster yang menjaga kesegaran makanan 24 jam non-stop! https://t.co/dARLdB5Om3,,aman api serang tikus petir tegang listrik turun kulkas elegan jamin aman lindung lengkap sertifikasi halal lindung ion plasmacluster jaga segar makan jam nonstop,1,Positif,Negatif
2025-08-21,00:29:37,Bekasi BMKG Gabut Sesar Pelaku usaha Mikro dan Kecil Jenis Makanan dan Minuman Belum Sertifikasi Halal Batas akhir 17 Oktober 2026 Mari hub kami bantu.,,bekas bmkg gabut sesar laku usaha mikro jenis makan minum sertifikasi halal batas oktober hub bantu,1,Positif,Negatif
2025-08-20,02:56:38,Hayo sertifikasi Halal kan Produk Makanan anda jangan terlambat ! https://t.co/wsEwEOjkYR,,hayo sertifikasi halal produk makan lambat,1,Positif,Negatif
2025-08-16,07:46:34,@MansionN1703 @allesandroya @tanyakanrl perijinan SIUP sertifikasi halal MUI untk produk makanan ijin BPOM begitu²?,,perijinan siup sertifikasi halal mui untk produk makan ijin bpom begitu,1,Positif,Negatif
2025-08-13,02:24:32,Tingkatkan standar pemasaran Lapas Perempuan Bandar Lampung lakukan sertifikasi Halal produk olahan snack dan makanan Lampung_INFO PAS_ Produk kuliner Lapas Perempuan Bandar Lampung lakukan sertifikasi halal bersama Kantor Urusan Agama (KUA) Kedaton https://t.co/680DHJZSau,,tingkat standar pasar lapas perempuan bandar lampung laku sertifikasi halal produk olah snack makan lampunginfo pas produk kuliner lapas perempuan bandar lampung laku sertifikasi halal kantor urus agama kua kedaton,1,Positif,Negatif
2025-08-13,01:27:43,Tingkatkan standar pemasaran Lapas Perempuan Bandar Lampung lakukan sertifikasi Halal produk olahan snack dan makanan Lampung_INFO PAS_ Produk kuliner Lapas Perempuan Bandar Lampung lakukan sertifikasi halal bersama Kantor Urusan Agama (KUA) Kedaton #kemenimipas #imipas https://t.co/rlIB1ZxJfx,,tingkat standar pasar lapas perempuan bandar lampung laku sertifikasi halal produk olah snack makan lampunginfo pas produk kuliner lapas perempuan bandar lampung laku sertifikasi halal kantor urus agama kua kedaton,1,Positif,Negatif
2025-08-12,09:04:05,URUS IZIN HALAL ALAT DAPUR Ingin mengurus perizinan halal untuk keperluan usaha anda? PT. Konsultan Legal Indo siap membantu anda untuk mengurus Perizinan Sertifikasi Halal seperti produk makanan minuman kosmetik dan barang.. Selengkapnya di https://t.co/cyHKgFdHnl,,urus izin halal alat dapur urus izin halal perlu usaha konsultan legal indo bantu urus izin sertifikasi halal produk makan minum kosmetik barang lengkap,1,Positif,Negatif
2025-08-12,04:01:07,@uppifess ini kalau elektronik pake sertifikasi halal tuh ga nyolong dari kebun orang kah misalnya atau bikinnya bismillah dulu atau gimana ya cuma tau makanan doang ak,,elektronik pake sertifikasi halal nyolong kebun orang bikin bismillah gimana tau makan doang,1,Positif,Negatif
2025-08-11,06:03:35,'Kami menyadari perkembangan pesat industri halal Indonesia terutama di bidang makanan mode farmasi dan kosmetik ' kata Dina Boluarte. https://t.co/xf4NpQ6btQ,,sadar kembang pesat industri halal indonesia bidang makan mode farmasi kosmetik dina boluarte,1,Positif,Negatif
2025-08-09,08:08:42,Tantangan dan Harapan Usaha ini terkendala legalitas BPOM untuk bisa ekspor ke luar negeri. Harapan terbesar adalah menjadi pengusaha makanan Indonesia yang go public. Ibu Rohani berharap proses legalitas seperti sertifikasi halal NIB dan HAKI bisa dipermudah.,,tantang harap usaha kendala legalitas bpom ekspor negeri harap besar usaha makan indonesia public rohani harap proses legalitas sertifikasi halal nib hak mudah,1,Positif,Negatif
2025-08-08,06:18:53,#sobatlppom sertifikasi halal restoran bukan hanya soal bahan makanan tapi mencakup sistem menyeluruh yang diaudit ketat. Dari dapur pusat gudang perilaku karyawan hingga peran pelanggan semuanya dinilai! Semua menu wajib halal tanpa pengecualian. . https://t.co/nQ7WlmJpGV,,sertifikasi halal restoran bahan makan cakup sistem audit ketat dapur pusat gudang perilaku karyawan peran langgan nilai menu wajib halal kecuali,1,Positif,Negatif
2025-08-06,07:06:55,Kasongan Lapas Narkotika Kelas IIA Kasongan melaksanakan proses audit sertifikasi halal yang dilakukan oleh tim auditor dari Badan Penyelenggara Jaminan Produk Halal (BPJPH) sebagai bentuk komitmen dalam menjamin kualitas dan kehalalan makanan bagi warga binaan Rabu (6/8).,,kasongan lapas narkotika kelas iia kasongan laksana proses audit sertifikasi halal tim auditor badan selenggara jamin produk halal bpjph bentuk komitmen jamin kualitas halal makan warga bina rabu,1,Positif,Negatif
2025-07-31,09:31:22,Demikian pula dengan Penghapusan Sertipikat Halal untuk seluruh Produk Impor dari Amerika yang kemudian menjadi Syarat dalam Tarif 19% syarat ini dapat membangkitkan sentimen Agama sertifikası halal Produk Makanan merupakan syarat penting mereka mentaati Ajaran Agamanya #hening,,hapus sertipikat halal produk impor amerika syarat tarif syarat bangkit sentimen agama sertifikası halal produk makan syarat taat ajar agama,1,Positif,Negatif
2025-07-30,08:26:42,URUS IZIN HALAL PRODUK SEREAL Ingin mengurus perizinan halal untuk keperluan usaha anda? PT. Konsultan Legal Indo siap membantu anda untuk mengurus Perizinan Sertifikasi Halal seperti produk makanan minuman kosmetik dan bar.. Selengkapnya di https://t.co/cyHKgFdHnl,,urus izin halal produk real urus izin halal perlu usaha konsultan legal indo bantu urus izin sertifikasi halal produk makan minum kosmetik bar lengkap,1,Positif,Negatif
2025-07-29,13:08:21,@CakKhum Cak hum: Kita Bangsa Yang Besar Emang Parah Banget Rasanya Indo Jadi Wilayah Federal Amerika Serikat Tanpa Sertifikasi dll Fix makanan Harom biar Produk non halal semua bakalan Membanjiri Indonesia ,,cak hum bangsa emang parah banget indo wilayah federal amerika serikat sertifikasi fix makan harom biar produk non halal banjir indonesia,1,Positif,Negatif
2025-07-28,07:09:36,Kemarin saya mendampingi mahasiswa KKN yang salah satu programnya adalah sertifikasi halal UMKM gratis. Ada sebuah pembicaraan menarik dari seorang penjual makanan dengan bahan utama ayam. Ibu kalau bahan dasarnya dari ayam harus disertakan dulu sertifikat halal dari RPH nya,,kemarin damping mahasiswa kkn salah program sertifikasi halal umkm gratis bicara tarik jual makan bahan utama ayam bahan dasar ayam serta sertifikat halal rph nya,1,Positif,Negatif
2025-07-28,01:43:41,@yat_ever @reveriekeona Produk asing harus lolos sertifikasi halal BPJPH untuk didistribusikan di Indonesia bro. Ada penundaan hingga Oktober 2026 untuk makanan/minuman impor. Jika sudah bersertifikat dari lembaga asing yang diakui (MRA dengan 87 badan di 32 negara) bisa daftar dan lolos. Non-halal,,produk asing lolos sertifikasi halal bpjph distribusi indonesia bro tunda oktober makananminuman impor sertifikat lembaga asing aku mra badan negara daftar lolos nonhalal,1,Positif,Negatif
2025-07-26,23:35:56,@clealeshlick Betul di bawah juga kubaca ada yg maksain harus ada makanan halal. Aku gatau sih sertifikasi halal/nggak tuh sama kaya di Indo apa beda tp kenapa pada maksain 1 restoran harus nyediain yg mereka butuhkan deh That s not the only restaurant in town ,,baca maksain makan halal gatau sertifikasi halalnggak kaya indo beda maksain restoran nyediain butuh that not the only restaurant town,1,Positif,Negatif
2025-07-21,04:40:03,Ternyata bukan hanya makanan yang WAJIB punya sertifikasi Halal Kemasan juga WAJIB HALAL !! Sahabat UMKM coba cek kemasanmu sudah ada sertifikasi Halal belum ?? #PancaBudiMitraUMKM #Halal https://t.co/MRntQUp8yg,,makan wajib sertifikasi halal kemas wajib halal sahabat umkm coba cek kemas sertifikasi halal,1,Positif,Negatif
2025-07-15,23:00:18,Mungkin kedengerannya aneh ya hijab halal. Tapi keinget sama opini kantor sebelah tempat sertifikasi halal. Ternyata yg di cek halal atau ga itu bukan cuman makanan tapi juga baju jilbab mukenah bahkan mesin cuci. Katanya karna bakalan dipake ibadah kah.,,kedengerannya aneh hijab halal keinget opini kantor belah sertifikasi halal cek halal cuman makan baju jilbab mukenah mesin cuci karna dipake ibadah,1,Positif,Negatif
2025-07-14,09:46:00,Kepala BPJPH Ungkap Sertifikasi Wajib Halal Produk Makanan-Minuman Mulai 2026 https://t.co/Ar4RYgDxfw,,kepala bpjph sertifikasi wajib halal produk makananminuman,1,Positif,Negatif
2025-07-13,02:04:56,@tanyakanrl bln lalu disuruh ikut sertifikasi halal buat kantor ternyata srtifikasi halal bkn cuma buat industri makanan aja tapi juga bsa buat industri jasa fashion kbutuhan rmh tangga dll. sm kyk sertfksi halal makanan yg diliat bhan proses produksinya pmbersihan alat produksi dll,,bln suruh sertifikasi halal kantor srtifikasi halal bkn industri makan bsa industri jasa fashion kbutuhan rmh tangga kyk sertfksi halal makan liat bhan proses produksi pmbersihan alat produksi,1,Positif,Negatif
2025-07-12,07:54:01,@YangLagiRamee @tanyakanrl Bandingin HP dengan kulkas jelas ga nyambung kulkas itu pake bakteri polimer dsb yang mengawetkan makanan dan bersentuhan lgsg maka ada sertifikasi halal. HP itu ga ada kaitan sama najis dan Thaharah makanya ga perlu sertifikasi halal. Pahami dlu najis dan Thaharah.,,bandingin kulkas nyambung kulkas pake bakteri polimer awet makan sentuh lgsg sertifikasi halal kait najis thaharah sertifikasi halal paham dlu najis thaharah,1,Positif,Negatif
2025-07-12,05:09:02,btw harus halal dari bahan juga loh. makanya ada merk sepatu yg dari kulit babi itu kita sebagai muslim lebih baik pilih yg lain. jadi sertifikasi halal bukan semata mata no pork no lard no mirin no alcohol dan lainnya dalam makanan,,btw halal bahan loh merk sepatu kulit babi muslim pilih sertifikasi halal mata pork lard mirin alcohol makan,1,Netral,Negatif
2025-07-12,04:02:35,@tanyakanrl siapa penjaminnya? ya badan sertifikasi itu halal bukan hanya untuk makanan dan minuman tapi bukan berarti suatu hal belum bersertifikasi halal = haram ya engga emang jualan pentol pinggir jalan jadi haram karena belum ada sertifikasi halal indonesia? kan engga,,jamin badan sertifikasi halal makan minum sertifikasi halal haram engga emang jual pentol pinggir jalan haram sertifikasi halal indonesia engga,1,Netral,Negatif
